5.883869	0.566724	-0.543363	1.970835	1.420632	-1.996901	1.805591	1.819223	0.723989	-0.612438	-0.224879	0.087272	
3.399170	1.548697	2.047471	1.500650	2.194409	-0.371510	1.144462	1.033348	0.744000	-0.108607	0.329102	0.142560	
5.725563	-0.253592	-0.147103	1.936079	3.082888	-2.960937	-0.790992	1.044871	-0.203303	-0.057648	-0.140095	0.162164	
2.829342	1.877498	1.902983	1.585096	1.711696	1.039581	1.917059	1.998709	1.771504	0.474059	0.423065	0.101069	
5.219140	2.844961	0.886963	2.107675	3.273410	-1.325823	0.663452	0.445465	-0.321514	-0.928570	-0.329786	0.096989	
3.148439	1.868802	2.365083	2.173898	2.448014	0.850119	1.397587	1.328370	1.194837	0.501002	0.530484	0.140770	
4.885322	1.586699	0.277911	2.122627	2.718133	1.114182	2.346492	2.804307	0.985173	-0.267443	-0.078551	0.130368	
2.920048	1.661246	2.356318	0.987492	2.030871	0.681945	1.495573	0.363287	0.848191	0.249283	0.313173	0.114117	
5.748281	0.531270	0.002953	3.629964	2.073775	-2.819605	-0.418350	-0.095726	0.087909	-0.733785	-0.087517	0.156864	
0.863021	2.640508	2.036113	-0.352964	3.461981	0.194349	1.852199	2.256472	0.962051	0.503984	0.236715	0.051520	
4.460766	1.797742	-0.599206	-2.018683	0.997855	2.734946	3.590399	1.845104	1.505355	0.081109	-0.013361	0.050420	
2.819354	2.731335	2.903731	2.484018	2.718903	0.856468	-0.258180	0.143554	2.171849	-0.880369	-0.118927	0.002051	
3.761435	2.556221	2.336560	3.514537	5.299904	-0.928950	1.127410	1.022323	-0.380793	-0.520319	-0.200889	0.087259	
3.541730	2.240957	1.534299	1.419427	2.029501	2.021733	2.585929	2.205810	1.028920	0.156760	0.243011	0.094877	
3.457460	1.493099	-0.009697	0.291704	1.161352	0.899571	1.707126	2.319655	2.208072	-0.444629	0.076985	0.004271	
2.833820	2.266684	2.256038	2.056139	2.086644	1.801171	1.718412	1.437684	1.204644	0.828461	0.544602	0.131261	
5.247278	0.092013	-2.088102	3.173218	2.833145	-0.067500	2.424833	2.551975	1.438479	-0.685013	-0.370780	0.056452	
3.382450	1.647337	2.217407	1.824285	2.292272	0.194336	1.845901	1.644086	0.957327	0.018430	0.416189	0.157025	
5.497822	0.606400	-0.439122	0.783591	2.019181	-0.871526	1.421156	2.758576	0.334045	-0.267497	-0.153469	0.077543	
2.443804	1.791494	2.950614	1.570615	1.599667	2.488029	1.541446	0.963433	1.914644	0.501679	0.353709	0.148842	
3.507264	3.321254	2.912185	2.923815	3.397065	0.962172	1.261046	0.759321	0.607541	-0.338635	0.106035	0.048531	
2.989232	1.832806	2.282721	2.351821	2.300542	0.930761	1.796313	1.912260	1.170207	0.377412	0.549478	0.150135	
4.975358	-1.026540	-0.878961	2.412687	3.707835	0.806366	1.585538	3.591663	0.388532	-0.603410	-0.348636	0.097943	
2.746327	1.979872	2.395216	1.597981	2.407322	1.344439	2.026283	1.046074	1.205014	0.661836	0.481107	0.127661	
6.004542	-0.489586	0.252157	1.233572	2.039239	-3.745569	-0.017592	0.208595	-1.097988	-0.877180	-0.403234	0.217091	
0.929827	2.198086	1.622393	1.708906	3.001082	0.423251	2.465912	2.780846	1.099025	0.250621	0.379277	0.084479	
4.089580	1.877412	-1.265755	-0.103940	3.793414	0.038272	2.451731	2.337160	1.991754	0.023512	-0.284754	-0.015885	
2.314437	3.293153	3.694112	3.236578	2.706230	2.621508	2.019633	0.411244	1.793528	-0.686358	0.129121	0.105316	
2.994035	2.128498	3.322262	5.086711	5.100679	-2.471820	1.065151	1.249834	-0.382606	-0.393744	-0.313919	0.091377	
3.387515	2.071810	2.421400	3.011233	3.409014	2.226908	2.008381	1.802027	1.402355	0.113476	0.110824	0.128998	
3.319421	-1.266801	-0.976282	1.873599	3.930863	2.527799	0.241749	2.505635	2.485131	-0.593212	-0.098518	0.000614	
2.896147	2.104402	2.261089	2.215823	2.146918	1.482868	1.757700	1.669513	1.198581	0.669287	0.547396	0.134406	
